,barrierDamageDone,cards,criticalHits,criticalHitsAccuracy,damageDone,deaths,eliminations,environmentalKills,finalBlows,gamesPlayed,gamesWon,hero,heroDamageDone,medals,medalsBronze,medalsGold,medalsSilver,meleeFinalBlows,multikills,objectiveKills,objectiveTime,quickMeleeAccuracy,soloKills,timePlayed,timeSpentOnFire,weaponAccuracy,class
697,25794,23,0,0.0,534271,496,945,1,612,0,31,junkrat,74421,169,45,66,58,4,11,286,1263,0,250,28800.0,2531,0.19,defense
698,655,7,147,0.17,98532,195,355,0,158,0,9,mei,8794,89,29,28,31,6,2,121,959,0,58,10800.0,561,0.32,defense
699,791,7,167,0.08,91262,91,187,0,91,0,5,torbjorn,2095,42,14,13,14,1,1,78,327,0,28,3600.0,676,0.32,defense
700,18852,30,1349,0.14,727971,867,1996,0,1314,0,62,widowmaker,133433,276,86,99,91,10,3,495,1336,0,577,61200.0,9129,0.38,defense
701,0,29,10367,0.09,562631,667,1237,4,476,0,44,dVa,0,298,73,120,105,12,13,442,5239,0,160,43200.0,3562,0.26,tank
702,649,8,0,0.0,151060,143,215,6,72,0,7,orisa,455,54,14,16,24,1,1,88,767,0,15,7200.0,224,0.36,tank
703,0,42,0,0.0,397811,694,961,5,577,0,47,reinhardt,0,204,53,80,72,0,26,310,7040,0,143,36000.0,8961,0.0,tank
704,14444,42,5179,0.13,672733,714,1413,18,773,0,52,roadhog,23004,332,89,99,144,89,7,489,3327,0,218,43200.0,12047,0.34,tank
705,0,5,0,0.0,157340,292,495,10,214,0,21,winston,0,80,31,28,21,2,2,182,1753,0,61,14400.0,895,0.0,tank
706,0,11,0,0.0,78042,123,195,1,60,0,3,zarya,0,38,8,18,12,1,3,104,999,0,10,3600.0,372,0.46,tank
707,0,7,0,0.0,45404,112,163,0,49,0,14,ana,2807,37,11,19,7,0,1,72,832,0,12,7200.0,1139,0.12,support
708,7633,62,1396,0.08,401493,846,1565,80,403,0,80,lucio,55016,388,83,186,119,49,7,617,7614,1,102,54000.0,15553,0.25,support
709,0,45,356,0.08,88412,556,296,0,98,0,51,mercy,900,145,30,79,36,3,2,121,3421,0,19,39600.0,11069,0.31,support
710,4392,7,0,0.0,61618,76,215,0,55,0,7,moira,57128,45,10,25,10,0,2,87,596,0,6,3600.0,632,0.0,support
711,4985,17,0,0.0,141866,201,405,0,159,0,15,symmetra,4035,68,24,23,21,0,1,126,539,0,48,14400.0,937,0.0,support
712,46,37,569,0.1,289986,509,776,0,315,0,35,zenyatta,2659,169,44,63,62,11,2,334,2478,0,83,28800.0,9746,0.26,support
713,0,0,0,0.0,0,0,0,0,0,0,0,doomfist,0,0,0,0,0,0,0,0,0,0,0,8.418395817279816,0,0.0,attack
714,3325,5,113,0.09,62402,66,212,0,125,0,6,genji,56332,32,6,17,9,14,3,63,372,0,35,3600.0,646,0.21,attack
715,3894,0,18,0.06,19310,40,40,0,24,0,1,mccree,15412,6,3,1,2,0,0,7,34,0,6,2160.0,0,0.31,attack
716,4738,1,31,0.04,17144,16,53,0,29,0,1,soldier76,12406,9,1,2,5,0,2,12,13,0,16,1260.0,173,0.3,attack
717,64,0,0,0.0,699,3,2,0,0,0,0,sombra,635,1,0,0,0,0,0,0,3,1,0,60.0,0,0.26,attack
718,0,0,6,0.08,391,4,0,0,0,0,0,tracer,391,1,1,0,0,0,0,0,10,0,0,120.0,0,0.09,attack
719,2320,0,6,0.07,7963,7,24,0,18,0,3,hanzo,5643,4,3,0,1,0,0,4,39,0,6,840.0,0,0.2,defense
720,5493,1,0,0.0,31418,26,61,0,36,0,1,junkrat,25846,12,3,2,7,0,1,8,32,0,9,2040.0,0,0.17,defense
721,1723,3,32,0.08,22077,18,71,0,27,0,2,torbjorn,20183,10,2,6,3,1,1,19,10,0,5,1860.0,43,0.19,defense
722,5034,1,62,0.1,38740,32,99,0,67,0,2,widowmaker,32062,12,4,6,2,0,1,20,43,0,30,3600.0,387,0.37,defense
723,0,0,15,0.08,512,1,0,0,0,0,0,dVa,512,1,0,0,0,0,0,0,6,0,0,47.547163128852844,0,0.21,tank
724,3017,0,0,0.0,5536,4,16,0,4,0,1,orisa,2497,5,2,2,2,0,0,4,73,0,0,480.0,0,0.21,tank
725,2075,0,0,0.0,7606,8,15,0,7,0,1,reinhardt,5381,3,0,1,2,0,0,6,65,0,1,480.0,0,0.0,tank
726,41079,11,1993,0.1,146107,124,383,21,183,0,13,roadhog,103226,97,30,33,34,26,3,153,1566,0,45,10800.0,1038,0.24,tank
727,44,0,0,0.0,7226,10,34,0,11,0,1,winston,7081,3,1,0,2,1,1,8,77,1,2,780.0,62,0.0,tank
728,11744,1,0,0.0,26879,29,71,0,10,0,2,zarya,14869,12,4,3,5,2,3,30,256,0,0,2280.0,145,0.49,tank
729,18732,20,0,0.0,75007,189,298,0,76,0,19,ana,54917,64,14,29,21,2,2,112,1415,0,5,14400.0,1243,0.07,support
730,3259,1,12,0.03,8384,21,21,0,3,0,1,lucio,4823,8,1,2,5,0,0,13,106,1,0,1200.0,67,0.3,support
731,0,0,0,0.0,90,5,0,0,0,0,0,mercy,90,1,0,0,1,0,0,0,1,1,0,120.0,0,0.14,support
732,368,0,3,0.09,1541,3,5,0,2,0,0,zenyatta,1173,1,0,1,0,0,0,1,11,0,0,240.0,0,0.24,support
733,14565,3,0,0.0,80526,218,260,0,145,0,18,doomfist,64881,24,11,6,7,4,1,110,1082,0,43,10800.0,188,0.18,attack
734,2320,0,29,0.06,20779,35,48,0,24,0,2,genji,10899,14,5,4,5,0,0,21,177,0,6,2400.0,0,0.24,attack
735,1930,1,14,0.04,22939,58,61,0,39,0,3,mccree,8016,12,7,2,4,0,1,20,62,0,17,3120.0,23,0.37,attack
736,1293,0,0,0.0,30805,51,82,0,55,0,3,pharah,4646,11,4,3,4,0,0,30,79,0,20,2940.0,107,0.48,attack
737,1557,0,246,0.1,19086,41,63,0,49,0,0,reaper,989,15,7,2,5,0,2,19,110,0,17,2520.0,134,0.24,attack
738,5723,0,49,0.04,31281,44,70,0,29,0,2,soldier76,9671,20,6,4,11,1,0,33,235,0,5,2880.0,74,0.26,attack
739,16,0,0,0.0,456,2,1,0,1,0,0,sombra,440,1,0,0,0,0,0,0,0,0,0,60.0,0,0.33,attack
740,519,0,34,0.05,4309,13,5,0,1,0,0,tracer,1373,4,2,1,2,0,0,1,20,0,1,780.0,0,0.25,attack
741,127,1,112,0.04,37308,39,60,0,38,0,3,bastion,999,18,7,5,6,0,0,20,36,0,17,2520.0,18,0.26,defense
742,11357,3,104,0.09,137565,194,310,0,216,0,12,hanzo,37379,52,17,19,16,3,2,132,504,1,81,10800.0,711,0.26,defense
743,1838,1,0,0.0,20380,29,55,0,40,0,3,junkrat,8562,12,2,6,4,0,0,29,246,0,12,2160.0,292,0.19,defense
744,0,0,2,0.5,1661,10,13,0,0,0,1,mei,305,5,3,1,1,0,0,4,45,0,0,780.0,0,0.2,defense
745,140,1,4,0.06,10814,14,32,0,17,0,1,torbjorn,401,5,0,4,0,0,1,16,16,0,7,960.0,21,0.13,defense
746,0,0,27,0.17,12574,20,38,0,25,0,2,widowmaker,918,6,3,0,3,0,0,10,14,0,9,1560.0,141,0.31,defense
747,262,0,305,0.18,6836,13,18,0,10,0,0,dVa,1049,5,2,0,3,0,0,5,18,0,7,900.0,0,0.27,tank
748,4213,2,0,0.0,12138,16,40,0,8,0,2,orisa,7888,10,3,3,4,1,0,16,204,1,1,1260.0,74,0.19,tank
749,525,5,0,0.0,24269,58,75,0,41,0,3,reinhardt,5582,15,3,6,6,0,2,42,503,0,5,3600.0,329,0.0,tank
750,1374,0,376,0.14,30737,73,97,0,54,0,3,roadhog,7212,27,12,3,12,0,0,42,502,0,19,3600.0,235,0.23,tank
751,61,1,0,0.0,17610,53,77,0,34,0,5,winston,605,17,10,2,4,1,0,31,226,0,10,3240.0,0,0.0,tank
752,533,20,0,0.0,166025,264,588,1,205,0,25,zarya,443,117,48,28,41,12,12,254,2120,0,56,18000.0,483,0.5,tank
753,2080,0,0,0.0,5734,15,13,0,8,0,0,ana,2028,3,1,1,1,1,0,6,108,0,0,1020.0,0,0.19,support
754,16349,17,199,0.07,71585,141,305,5,73,0,20,lucio,30822,64,15,33,17,14,1,152,1346,1,11,10800.0,2432,0.21,support
755,0,4,8,0.24,815,35,5,0,3,0,3,mercy,0,11,2,6,3,0,0,0,151,0,2,3420.0,362,0.23,support
756,2,0,0,0.0,652,2,3,0,1,0,0,moira,650,0,0,0,0,0,0,2,5,0,0,180.0,0,0.0,support
757,0,2,0,0.0,9069,12,42,0,21,0,3,symmetra,0,8,1,3,4,0,0,21,79,0,9,1260.0,107,0.0,support
758,2622,7,125,0.16,44274,91,128,0,46,0,9,zenyatta,8992,32,8,15,9,2,0,55,523,0,18,3600.0,1082,0.22,support
759,0,1,14,0.08,10081,20,16,0,8,0,2,genji,0,6,2,2,3,0,0,6,61,0,4,1140.0,0,0.21,attack
760,0,1,40,0.06,43470,75,106,0,66,0,2,mccree,0,25,8,10,7,1,0,45,291,0,29,3600.0,285,0.39,attack
761,0,0,0,0.0,16101,18,26,0,13,0,0,pharah,0,4,2,2,0,0,0,12,34,0,5,900.0,24,0.58,attack
762,0,0,273,0.12,16935,25,69,0,38,0,2,reaper,0,18,8,4,7,3,1,28,138,0,15,1920.0,162,0.16,attack
763,106,4,117,0.03,63321,77,200,0,98,0,6,soldier76,4206,34,6,11,16,2,1,86,509,0,25,3600.0,924,0.36,attack
764,0,0,102,0.06,9173,22,34,0,14,0,1,tracer,3117,4,3,1,0,0,0,9,86,0,4,1080.0,57,0.3,attack
765,0,0,14,0.16,1289,7,2,0,0,0,0,bastion,0,0,0,0,0,0,0,0,0,0,0,240.0,0,0.1,defense
766,0,0,3,0.13,2231,5,5,0,5,0,0,hanzo,0,3,2,0,1,0,1,2,10,0,3,240.0,5,0.17,defense
767,0,3,0,0.0,63744,47,109,0,69,0,3,junkrat,0,18,5,9,5,0,1,36,148,0,24,3060.0,117,0.3,defense
768,0,0,0,0.0,190,3,1,0,1,0,0,mei,0,1,1,0,0,0,0,0,0,0,0,120.0,0,0.0,defense
769,0,0,0,0.0,653,2,2,0,0,0,0,widowmaker,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0.47,defense
770,7926,1,451,0.09,24337,20,49,0,16,0,1,dVa,16253,12,5,3,4,0,0,12,269,0,2,1560.0,0,0.21,tank
771,0,1,0,0.0,4906,9,20,0,13,0,2,reinhardt,0,3,1,2,0,0,0,8,272,0,4,900.0,263,0.0,tank
772,0,3,146,0.13,12090,18,46,0,27,0,3,roadhog,0,11,4,2,4,0,1,17,100,0,11,1500.0,36,0.25,tank
773,0,0,0,0.0,733,5,0,0,0,0,0,winston,0,0,0,0,0,0,0,0,2,0,0,180.0,0,0.0,tank
774,0,0,0,0.0,1219,2,2,1,2,0,0,zarya,0,1,0,0,1,0,0,0,14,0,0,120.0,0,0.5,tank
775,0,3,0,0.0,10122,40,41,0,12,0,3,ana,0,13,1,8,3,1,0,17,332,0,2,2700.0,0,0.11,support
776,1810,19,241,0.07,65812,153,258,2,60,0,17,lucio,3307,71,11,40,20,5,1,121,2219,1,16,10800.0,4108,0.25,support
777,200,48,143,0.13,23024,456,110,0,42,0,41,mercy,423,112,17,66,30,1,0,44,2406,0,13,36000.0,4739,0.29,support
778,0,0,0,0.0,292,2,0,0,0,0,0,moira,292,0,0,0,0,0,0,0,1,0,0,56.696876645088196,0,0.0,support
779,0,0,10,0.04,10114,23,24,0,8,0,2,zenyatta,0,8,4,2,2,0,0,8,29,0,1,1260.0,310,0.28,support
780,151246,106,1393,0.11,671280,582,1984,0,957,0,82,zenyatta,504630,425,106,163,156,65,6,566,3550,0,278,50400.0,12414,0.32,support
781,3214,0,28,0.1,14096,27,22,0,13,0,0,genji,6830,9,1,3,5,0,0,6,82,1,6,1320.0,0,0.22,attack
782,81467,49,267,0.03,569950,544,1634,0,1161,0,44,mccree,438864,220,48,129,44,7,11,382,1368,1,390,36000.0,8033,0.48,attack
783,80,0,0,0.0,9592,9,29,0,17,0,1,pharah,5648,5,2,2,2,0,0,10,16,0,3,900.0,0,0.33,attack
784,1300,6,1004,0.08,84877,96,306,0,185,0,12,reaper,7039,62,18,20,24,1,4,97,271,0,60,7200.0,859,0.24,attack
785,43066,71,1987,0.04,950249,584,2364,0,1333,0,59,soldier76,134485,402,76,196,130,13,16,675,1717,0,422,50400.0,10762,0.38,attack
786,5471,51,6321,0.05,632513,686,2224,0,1255,0,72,tracer,34846,307,87,122,98,7,10,607,2104,1,531,57600.0,2907,0.3,attack
787,0,1,82,0.08,15358,14,58,0,49,0,2,bastion,0,12,3,8,1,0,0,12,9,0,22,1440.0,365,0.11,defense
788,4922,3,47,0.05,96716,96,190,0,118,0,4,hanzo,9643,38,8,14,15,0,1,42,142,0,55,7200.0,123,0.17,defense
789,1628,0,0,0.0,29005,26,52,0,32,0,3,junkrat,2832,8,1,1,6,0,0,15,14,0,12,2160.0,184,0.14,defense
790,0,0,1,0.12,1291,3,2,0,1,0,0,mei,230,0,0,0,0,0,0,0,7,0,1,240.0,0,0.15,defense
791,0,4,5,0.02,42350,26,101,0,32,0,4,torbjorn,0,17,6,6,5,0,0,24,26,0,6,3360.0,10,0.14,defense
792,1285,7,168,0.11,98592,92,256,0,180,0,10,widowmaker,8559,42,13,16,13,1,0,62,42,0,81,7200.0,1010,0.33,defense
793,0,0,26,0.16,568,1,0,0,0,0,0,dVa,0,1,0,0,0,0,0,0,0,0,0,54.61651799827814,0,0.32,tank
794,1839,8,0,0.0,20420,47,62,0,39,0,5,reinhardt,12922,13,3,3,7,0,2,13,368,0,6,3420.0,216,0.0,tank
795,98817,56,6598,0.13,661318,534,1673,7,1054,0,52,roadhog,184285,374,85,133,156,90,6,511,3487,1,286,43200.0,13079,0.32,tank
796,651,0,0,0.0,18669,43,53,1,23,0,1,winston,5121,11,0,5,5,1,0,11,132,0,9,2220.0,0,0.0,tank
797,0,0,0,0.0,0,0,0,0,0,0,0,zarya,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,tank
798,119,0,0,0.0,722,4,3,0,2,0,1,ana,561,1,0,1,0,0,0,1,13,0,1,300.0,0,0.13,support
799,1510,8,70,0.04,26230,85,90,0,10,0,3,lucio,1970,27,12,14,1,1,0,30,483,1,1,3600.0,487,0.18,support
800,2366,369,100,0.12,19109,2028,102,0,49,0,237,mercy,14369,544,84,411,49,7,0,22,13288,0,12,198000.0,4956,0.2,support
801,0,0,0,0.0,1040,3,8,0,4,0,0,symmetra,0,0,0,0,0,0,0,0,14,0,1,480.0,0,0.0,support
802,184,0,2,0.2,731,1,2,0,0,0,0,zenyatta,547,0,0,0,0,0,0,1,0,0,0,60.0,0,0.13,support
803,0,0,6,0.05,3685,14,10,0,6,0,0,genji,0,2,1,0,1,0,0,1,16,0,5,840.0,0,0.2,attack
804,4363,0,88,0.12,48753,73,103,0,52,0,4,mccree,23263,20,8,2,10,0,0,30,164,0,13,3600.0,128,0.37,attack
805,341451,33,0,0.0,1131366,932,2102,27,1111,0,92,pharah,755631,349,115,109,125,2,23,743,4167,1,230,68400.0,3343,0.45,attack
806,0,1,319,0.09,24158,36,92,0,45,0,1,reaper,97,23,11,4,7,2,2,22,188,0,21,3120.0,291,0.17,attack
807,27870,3,245,0.05,115828,113,195,0,83,0,5,soldier76,43527,56,22,17,16,0,1,78,413,0,20,7200.0,392,0.31,attack
808,199,0,41,0.07,3166,9,6,0,1,0,0,tracer,2917,2,1,1,0,0,0,1,30,0,1,420.0,0,0.32,attack
809,8876,0,14,0.04,35602,37,52,0,32,0,0,hanzo,25837,9,3,3,3,1,0,22,50,0,8,2220.0,21,0.26,defense
810,3455,0,0,0.0,5929,6,5,0,2,0,0,junkrat,822,2,1,0,1,0,0,0,2,0,0,420.0,0,0.3,defense
811,0,0,0,0.0,1,1,0,0,0,0,0,mei,0,0,0,0,0,0,0,0,0,0,0,22.86142399907112,0,0.0,defense
812,0,0,0,0.0,648,1,1,0,0,0,0,torbjorn,0,0,0,0,0,0,0,1,7,0,0,60.0,0,0.0,defense
813,1497,0,32,0.12,16056,22,26,0,19,0,1,widowmaker,2578,6,3,1,3,0,0,3,20,0,9,1860.0,0,0.38,defense
814,1653,0,265,0.06,16936,22,52,0,13,0,2,dVa,4256,9,3,2,4,0,1,21,292,0,3,2100.0,142,0.21,tank
815,1650,0,0,0.0,3988,7,2,0,0,0,0,orisa,2319,0,0,0,0,0,0,0,8,0,0,300.0,0,0.3,tank
816,96252,60,0,0.0,572041,814,1276,6,630,0,73,reinhardt,362717,315,95,119,102,0,16,571,9401,0,83,57600.0,4135,0.0,tank
817,83507,130,14287,0.12,1586604,1539,3781,23,2188,0,136,roadhog,118969,1048,259,352,437,133,15,1794,15609,1,583,129600.0,24262,0.31,tank
818,65716,26,0,0.0,402747,568,1387,8,475,0,53,winston,322847,230,66,82,82,12,7,630,6339,0,56,43200.0,1484,0.0,tank
819,123064,92,0,0.0,1041275,1114,2866,2,854,0,107,zarya,246664,569,154,230,185,17,40,1510,13674,0,81,100800.0,6247,0.39,tank
820,33468,35,0,0.0,232897,654,695,0,174,0,71,ana,73160,211,42,81,88,1,0,304,3297,0,16,54000.0,2100,0.1,support
821,195110,192,3129,0.06,1141936,1877,3713,54,808,0,199,lucio,429475,997,195,528,274,72,6,1939,23694,0,70,169200.0,11427,0.25,support
822,0,6,1,0.08,203,44,1,0,0,0,8,mercy,140,12,0,8,4,0,0,1,251,0,0,3600.0,176,0.14,support
823,4035,0,15,0.08,9251,10,6,0,1,0,0,zenyatta,4381,3,0,2,1,0,0,4,28,0,0,660.0,0,0.44,support
824,1611,0,0,0.0,14002,36,47,0,29,0,3,doomfist,12242,7,4,2,2,0,0,18,167,0,6,1860.0,18,0.18,attack
825,50137,15,829,0.1,377736,585,1081,0,629,0,39,genji,314674,200,80,45,76,57,3,344,2993,0,230,43200.0,803,0.21,attack
826,40836,25,560,0.08,489704,682,1475,1,1004,0,50,mccree,435766,235,69,84,82,24,13,450,2721,0,409,46800.0,5377,0.41,attack
827,6420,1,0,0.0,28354,38,71,0,40,0,1,pharah,21523,11,5,1,5,0,0,25,68,0,14,2580.0,157,0.4,attack
828,18668,5,1715,0.11,119068,162,366,0,210,0,12,reaper,98243,84,43,13,29,2,3,98,656,0,96,10800.0,327,0.13,attack
829,186942,82,3119,0.07,1131390,1204,3013,1,1904,0,102,soldier76,926278,686,221,236,229,16,24,942,6082,0,761,82800.0,8631,0.27,attack
830,342,0,0,0.0,777,2,2,0,0,0,1,sombra,436,2,2,0,0,0,0,1,19,0,0,180.0,0,0.15,attack
831,10529,1,957,0.11,57594,104,157,0,67,0,4,tracer,45397,26,9,10,8,0,0,57,589,0,21,3600.0,161,0.25,attack
832,19308,2,76,0.03,52055,48,110,0,72,0,5,bastion,31019,27,12,6,8,0,0,35,289,0,25,3600.0,262,0.15,defense
833,176182,72,997,0.07,1456168,1779,3986,0,2916,0,142,hanzo,1256548,614,204,232,178,53,33,1260,6444,0,1117,122400.0,17948,0.24,defense
834,21829,3,0,0.0,112102,124,201,0,135,0,10,junkrat,86140,29,9,8,12,0,1,59,319,0,49,7200.0,331,0.21,defense
835,7652,4,122,0.27,70367,120,315,0,159,0,12,mei,61873,53,28,6,18,2,1,106,756,0,59,7200.0,403,0.28,defense
836,9772,1,8,0.06,18432,11,39,0,15,0,3,torbjorn,8588,9,3,1,5,0,1,20,33,0,3,1380.0,23,0.12,defense
837,13260,10,613,0.16,220740,350,710,0,494,0,27,widowmaker,203862,108,38,30,40,4,2,126,497,0,227,25200.0,1172,0.31,defense
838,52549,11,3869,0.09,170021,144,421,1,166,0,15,dVa,114581,78,19,33,26,3,3,168,1788,0,47,10800.0,920,0.19,tank
839,9564,2,0,0.0,24230,31,47,0,20,0,2,orisa,14622,10,5,2,3,1,0,16,92,1,2,2160.0,55,0.17,tank
840,3913,2,0,0.0,22546,46,56,0,36,0,3,reinhardt,18507,12,4,3,4,0,0,26,521,0,4,2580.0,40,0.0,tank
841,29199,10,1572,0.12,127849,172,333,10,166,0,8,roadhog,97263,91,24,33,35,26,1,120,1243,1,56,10800.0,697,0.15,tank
842,15792,2,0,0.0,97811,176,265,2,101,0,9,winston,78391,58,24,15,19,6,3,94,1090,1,26,7200.0,73,0.0,tank
843,2,0,0,0.0,2,2,0,0,0,0,0,zarya,0,0,0,0,0,0,0,0,0,0,0,37.10873603820801,0,0.0,tank
844,1196,1,0,0.0,6134,29,20,0,4,0,1,ana,4878,6,0,3,2,0,0,10,170,0,1,2040.0,19,0.15,support
845,69014,66,1462,0.1,407879,756,1401,28,431,0,81,lucio,328227,326,70,170,86,31,5,594,8952,0,88,57600.0,3850,0.25,support
846,220,11,50,0.17,6129,100,29,0,11,0,6,mercy,5500,17,1,12,5,0,0,11,697,0,1,3600.0,55,0.25,support
847,5474,6,0,0.0,55953,95,215,0,77,0,7,moira,49639,48,15,24,10,1,2,98,624,1,23,7200.0,207,0.0,support
848,375,2,0,0.0,7739,15,33,0,18,0,1,symmetra,7273,10,7,2,1,0,0,11,15,0,1,1140.0,211,0.0,support
849,12989,7,142,0.12,70464,138,205,0,105,0,11,zenyatta,57291,51,11,21,19,8,0,72,709,0,32,7200.0,315,0.19,support
850,962,0,0,0.0,5335,21,8,0,5,0,1,doomfist,3776,5,2,0,2,0,0,4,69,0,0,840.0,0,0.21,attack
851,33865,4,179,0.08,119824,151,306,0,141,0,8,genji,84312,52,17,19,15,8,0,99,787,0,41,10800.0,307,0.22,attack
852,2378,0,4,0.03,8284,35,21,0,10,0,2,mccree,5724,1,0,0,1,0,0,9,88,0,3,1920.0,0,0.29,attack
853,5450,2,0,0.0,28574,35,82,0,49,0,2,pharah,22823,13,5,4,4,1,0,27,91,1,11,2580.0,18,0.41,attack
854,2639,0,8,0.01,3334,4,8,0,1,0,0,reaper,692,1,0,1,1,0,0,4,7,0,0,180.0,0,0.29,attack
855,19366,1,103,0.03,70410,109,148,0,71,0,6,soldier76,48512,43,15,8,20,0,1,61,788,0,13,3600.0,78,0.24,attack
856,152,0,0,0.0,2463,14,5,0,2,0,1,sombra,2297,4,2,0,2,0,0,1,30,0,0,660.0,0,0.2,attack
857,552,0,38,0.07,3647,14,12,0,4,0,1,tracer,3095,3,0,0,3,0,0,7,49,0,1,840.0,0,0.23,attack
858,60,0,10,0.21,904,4,5,0,1,0,0,bastion,844,1,0,0,0,0,0,4,48,1,0,240.0,0,0.06,defense
859,500,0,0,0.0,1790,5,0,0,0,0,0,hanzo,1290,1,1,0,1,0,0,0,16,0,0,240.0,0,0.18,defense
860,13915,1,0,0.0,48558,64,73,0,46,0,3,junkrat,34054,18,7,7,4,0,0,31,187,0,13,3600.0,18,0.21,defense
861,11344,1,23,0.06,30630,22,51,0,24,0,3,torbjorn,18798,11,6,1,4,0,0,19,48,1,6,1980.0,18,0.27,defense
862,0,0,0,0.0,0,1,0,0,0,0,0,widowmaker,0,0,0,0,0,0,0,0,0,0,0,45.011699855327606,0,0.0,defense
863,24522,1,1599,0.06,69676,62,228,1,68,0,7,dVa,42217,40,11,9,20,0,3,81,776,0,10,7200.0,167,0.15,tank
864,19414,3,0,0.0,40786,61,74,0,12,0,4,orisa,20463,13,7,0,6,0,0,34,215,0,2,3600.0,0,0.29,tank
865,750,1,0,0.0,4791,21,16,0,6,0,0,reinhardt,4032,2,1,0,2,0,0,5,175,0,3,1140.0,0,0.0,tank
866,19462,1,400,0.09,46347,52,89,1,41,0,3,roadhog,26577,25,9,5,11,2,0,38,283,1,10,3600.0,18,0.18,tank
867,2275,0,0,0.0,14439,46,61,1,18,0,4,winston,11902,13,7,1,6,0,1,21,183,0,3,2760.0,15,0.0,tank
868,130,0,0,0.0,817,9,1,0,1,0,0,ana,687,0,0,0,0,0,0,0,1,0,0,300.0,0,0.11,support
869,96323,53,1050,0.07,362360,757,1196,25,264,0,61,lucio,259919,285,80,126,79,29,3,533,7011,0,44,54000.0,2198,0.23,support
870,320,1,3,0.11,575,58,2,0,1,0,1,mercy,254,8,2,6,0,0,0,1,293,0,0,3120.0,0,0.32,support
871,23,0,0,0.0,270,1,2,0,0,0,0,symmetra,247,0,0,0,0,0,0,0,8,0,0,60.0,0,0.0,support
872,2604,0,9,0.06,7097,18,13,0,2,0,1,zenyatta,4493,6,2,1,2,0,0,5,86,1,0,1080.0,0,0.21,support
873,336,0,0,0.0,6024,16,17,0,6,0,0,doomfist,5687,4,0,1,3,0,0,6,29,0,2,600.0,4,0.36,attack
874,6886,37,844,0.07,577637,824,1661,0,943,0,67,genji,45960,279,112,76,92,69,14,499,5333,1,365,50400.0,5561,0.32,attack
875,5634,10,220,0.06,220784,414,599,0,353,0,22,mccree,18606,111,40,36,34,18,3,208,1855,0,114,21600.0,2495,0.34,attack
876,240,3,0,0.0,146368,207,365,9,245,0,14,pharah,2182,76,23,23,31,1,4,118,950,0,93,10800.0,1527,0.48,attack
877,0,17,2740,0.09,202964,251,631,0,436,0,23,reaper,3121,131,43,42,46,2,13,223,1616,0,177,14400.0,4248,0.24,attack
878,12179,10,656,0.04,297481,391,655,0,326,0,24,soldier76,32422,167,55,53,59,13,5,283,2397,1,83,21600.0,2584,0.35,attack
879,0,1,0,0.0,7152,12,16,0,7,0,1,sombra,0,5,2,0,3,0,0,7,46,0,0,900.0,91,0.32,attack
880,0,6,1178,0.06,121144,221,331,0,174,0,12,tracer,0,61,20,24,17,10,1,111,1158,0,68,10800.0,920,0.33,attack
881,4395,7,428,0.04,152162,151,305,0,190,0,7,bastion,13016,70,23,26,21,1,3,98,363,0,61,7200.0,666,0.21,defense
882,2257,2,125,0.07,181178,277,402,0,279,0,14,hanzo,8739,80,28,23,29,4,1,163,682,0,108,14400.0,892,0.22,defense
883,45873,32,0,0.0,781156,673,1569,10,1012,0,70,junkrat,88906,274,85,98,92,12,9,530,2530,0,367,46800.0,3682,0.2,defense
884,0,7,107,0.22,66657,149,218,0,99,0,9,mei,0,71,23,19,29,2,2,88,800,0,41,7200.0,220,0.37,defense
885,0,19,176,0.06,176072,193,499,0,234,0,20,torbjorn,0,81,32,25,24,3,3,156,327,0,77,14400.0,790,0.28,defense
886,2950,3,197,0.11,101152,123,248,0,165,0,7,widowmaker,15803,46,23,9,14,4,0,50,100,1,78,7200.0,416,0.28,defense
887,4907,12,3544,0.09,145704,110,427,1,175,0,17,dVa,17656,88,23,36,29,4,6,162,1444,0,47,10800.0,1081,0.24,tank
888,8430,2,0,0.0,34186,38,78,1,17,0,2,orisa,13104,14,2,8,3,0,0,41,255,0,0,2280.0,39,0.35,tank
889,0,4,0,0.0,80669,145,219,2,144,0,7,reinhardt,2108,45,12,16,17,0,2,68,833,0,38,7200.0,896,0.0,tank
890,5565,10,1511,0.14,122818,144,286,3,180,0,8,roadhog,14280,87,25,31,31,11,0,102,837,1,44,7200.0,1024,0.29,tank
891,3405,9,0,0.0,201312,329,669,5,318,0,25,winston,26097,127,41,46,40,10,3,211,2407,0,87,18000.0,1686,0.0,tank
892,583,2,0,0.0,59177,77,165,0,44,0,8,zarya,4815,36,10,11,15,3,2,71,1020,0,7,3600.0,146,0.29,tank
893,1132,5,0,0.0,101263,305,265,0,88,0,14,ana,6462,99,23,38,38,9,0,90,1510,0,27,18000.0,843,0.15,support
894,15764,48,679,0.06,234370,616,814,27,230,0,39,lucio,40324,233,51,125,57,41,0,359,5748,1,69,39600.0,7322,0.26,support
895,2781,75,241,0.09,53095,753,195,0,61,0,57,mercy,6518,175,35,114,26,1,0,77,4108,0,12,54000.0,4591,0.21,support
896,64,1,0,0.0,3013,5,13,0,3,0,0,moira,2949,5,1,4,0,0,0,4,28,0,1,240.0,0,0.0,support
